iso3c,country,emptying_method,population_2017,population_emptying_method,count_pits_septics,emptying_demand,urban_demand,rural_demand
TCA,Turks and Caicos Islands,mechanized,35446,0,0,0,NA,NA
VIR,United States Virgin Islands,mechanized,104901.00273760447,0,0,0,NA,NA
URY,Uruguay,mechanized,3456750.3206200795,1002357.3432668716,354925.0116185675,0.2899709988562514,0.8840381809140648,0.1159618190859352
VEN,Venezuela (Bolivarian Republic of),mechanized,31977084.779284958,0,0,0,NA,NA
DZA,Algeria,mechanized,41318123.42142925,2578778.420410187,482751.3464218397,0.06241276725246259,0.27298561375149616,0.7270143862485039
ARM,Armenia,mechanized,2930444.2790202904,523858.6591782652,129304.66582820252,0.17876424504253063,0.01736759753238179,0.9826324024676182
AZE,Azerbaijan,mechanized,9827636.216505077,3283648.2032204587,710244.4288751282,0.3341239063881626,0.4141727615304002,0.5858272384695997
BHR,Bahrain,mechanized,1492584,0,0,0,NA,NA
CYP,Cyprus,mechanized,1179551.0937417878,417753.2876449793,152060.00123802092,0.3541629437346175,0.3738332049580029,0.6261667950419971
EGY,Egypt,mechanized,97553157.01136142,22659422.903304383,5253123.850473597,0.23227769964087763,0.05020105291872917,0.9497989470812708
GEO,Georgia,mechanized,3912058.650758073,751045.8678275273,212730.47896129324,0.1919822617388394,0.2521664947170253,0.7478335052829747
IRQ,Iraq,mechanized,38274617.3528869,15689350.861228622,2020541.377581024,0.40991528972255653,0.6916560890749706,0.3083439109250295
ISR,Israel,mechanized,8321571.158034277,52730.46774,16782.74481400803,0.006336599992789823,0.5464444141587279,0.4535555858412721
JOR,Jordan,mechanized,9702354.115704602,2141932.0715065133,419453.18808752584,0.22076416155946113,0.7903666201721714,0.2096333798278285
KWT,Kuwait,mechanized,NA,0,0,NA,NA,NA
LBN,Lebanon,mechanized,6082357.000000001,0,0,0,NA,NA
LBY,Libya,mechanized,6374619.656595086,0,0,0,NA,NA
MAR,Morocco,mechanized,35739582.13855359,5939711.212822345,1109694.3106362885,0.16619419862816365,0.3065594910004529,0.6934405089995471
OMN,Oman,mechanized,4636262.242827791,2784084.708179093,347241.8430737358,0.600501991121408,0.850148055844802,0.14985194415519787
QAT,Qatar,mechanized,2639209.566797238,0,0,0,NA,NA
SAU,Saudi Arabia,mechanized,32938215.079899818,0,0,0,NA,NA
SDN,Sudan,mechanized,40533342.58961601,7033388.601100819,1108262.2473747823,0.17352106073044812,0.7074592733045378,0.2925407266954622
SYR,Syrian Arab Republic,mechanized,18269868.06350311,2628890.511429145,502808.0282451301,0.14389214537792755,0.08005369022743712,0.9199463097725629
TUN,Tunisia,mechanized,11532128.173141873,2860729.8374953056,545422.5405668002,0.2480660806526497,0.386737163460162,0.6132628365398379
TUR,Turkey,mechanized,80745044.75601278,8796215.668584192,2136880.65181311,0.108938148404818,0.16673789105627537,0.8332621089437247
ARE,United Arab Emirates,mechanized,9400150.819728967,0,0,0,NA,NA
PSE,West Bank and Gaza Strip,mechanized,4920723.466079375,1118986.153638742,221100.6918841334,0.22740277143236887,0.38794572572772545,0.6120542742722747
YEM,Yemen,mechanized,28250423.376752406,3226871.5851810314,454584.1518912983,0.11422383098996175,0.43897173623090396,0.5610282637690961
ASM,American Samoa,mechanized,55641,0,0,0,NA,NA
COK,Cook Islands,mechanized,NA,0,0,NA,NA,NA
FJI,Fiji,mechanized,NA,0,0,NA,NA,NA
PYF,French Polynesia,mechanized,283007.0134989383,0,0,0,NA,NA
GUM,Guam,mechanized,NA,0,0,NA,NA,NA
KIR,Kiribati,mechanized,116398.00802249892,0,0,0,NA,NA
MHL,Marshall Islands,mechanized,53127.00311715643,2408.1163784873347,459.06686659967096,0.045327540369196465,0.7505405094262425,0.2494594905737575
FSM,Micronesia (Federated States of),mechanized,105543.997793472,0,0,0,NA,NA
NRU,Nauru,mechanized,11359.000015433978,3295.0451017554524,517.6114391809808,0.29008232214792923,1,0
NCL,New Caledonia,mechanized,NA,0,0,NA,NA,NA
NIU,Niue,mechanized,1618,0,0,0,NA,NA
MNP,Northern Mariana Islands,mechanized,55143.99435431121,0,0,0,NA,NA
PLW,Palau,mechanized,21728.999990816334,7009.36859865,1398.5009384506861,0.3225812785499783,0.5904744245861375,0.4095255754138624
PNG,Papua New Guinea,mechanized,8251165.611192605,200762.39135669993,36214.90105899549,0.02433139762512683,0.7211840159556044,0.2788159840443955
WSM,Samoa,mechanized,196440.00449179963,122507.27509969594,24442.50673690617,0.6236371019061445,0.19583145530561122,0.8041685446943888
SLB,Solomon Islands,mechanized,611342.8721513482,82039.24852099389,14702.521404124574,0.1341951501492009,0.6668047837439148,0.3331952162560853
TKL,Tokelau,mechanized,NA,0,0,NA,NA,NA
TON,Tonga,mechanized,108019.99731955702,76461.64063702582,15145.332608765857,0.7078470888203071,0.2387102235004248,0.7612897764995753
TUV,Tuvalu,mechanized,11191.999891473786,1469.5681147095,279.3429270139079,0.13130522953534304,0.3912731724304354,0.6087268275695645
VUT,Vanuatu,mechanized,276244.005072261,60050.58701942452,8027.5644256592095,0.217382408004533,0.5202929560000764,0.4797070439999237
WLF,Wallis and Futuna Islands,mechanized,11900,0,0,0,NA,NA
AGO,Angola,mechanized,29784196.593882326,6346463.837922998,1054451.4148499693,0.21308158566300095,0.9709353609661777,0.02906463903382238
BEN,Benin,mechanized,11175688.255369607,1382203.8627950433,177316.13407964038,0.12367952927918625,0.862693181902854,0.137306818097146
BWA,Botswana,mechanized,2291660.9615384615,1288772.8559889435,350499.4532579401,0.5623750099245707,0.8063328395254338,0.19366716047456628
BFA,Burkina Faso,mechanized,19193338.94925281,2808902.963216369,297667.84609268734,0.1463478017370041,0.9362300286713058,0.0637699713286943
BDI,Burundi,mechanized,10864239.920058692,1805983.0271997687,301795.83803479257,0.16623188004762068,0.418758468411617,0.581241531588383
CIV,C̫te d'Ivoire,mechanized,24294753.938055202,4243858.5474887695,641969.7212976788,0.1746820963204409,0.8625378949766372,0.13746210502336279
CPV,Cabo Verde,mechanized,546388.0174999244,200788.9064464748,39458.987593088554,0.3674840955795715,0.6611752616987763,0.33882473830122367
CMR,Cameroon,mechanized,24053722.80135783,5318024.885226519,833149.0645697113,0.22108947247560018,0.9497999899844339,0.05020001001556598
CAF,Central African Republic,mechanized,NA,0,0,NA,NA,NA
TCD,Chad,mechanized,14899995.708580084,761574.8430740484,90957.6072706259,0.051112420296570926,0.9669731080066359,0.03302689199336404
COM,Comoros,mechanized,813911.4018581461,162880.63108199107,24875.54543544379,0.2001208371207693,0.4436234801549912,0.5563765198450088
COG,Congo,mechanized,5260749.268979484,1389743.285315394,187326.8394797458,0.26417211964655857,0.9852912992573862,0.014708700742613745
COD,Democratic Republic of the Congo,mechanized,81340045.87200467,10046930.655661143,1190683.0608070802,0.1235176418694283,0.9170136008675085,0.08298639913249149
DJI,Djibouti,mechanized,956984.8438145743,431402.4969921114,83604.88475796336,0.4507934475456542,0.9796880866195686,0.02031191338043131
GNQ,Equatorial Guinea,mechanized,1267689.4190510977,260370.42583865358,48945.64471958538,0.20538976024076022,0.8690282727888948,0.1309717272111051
ERI,Eritrea,mechanized,NA,0,0,NA,NA,NA
SWZ,Eswatini,mechanized,1367255.194847844,450764.6889474432,74777.08339540137,0.329685848440025,0.298403115860256,0.701596884139744
ETH,Ethiopia,mechanized,104957569.24398701,7268134.686405737,973824.6999356803,0.06924831375915393,0.9002129932464268,0.09978700675357324
GAB,Gabon,mechanized,2025137.0059883092,540724.8609902151,99362.0638392415,0.2670065577742628,0.9675740035259246,0.03242599647407532
GMB,Gambia,mechanized,2100567.7795368005,757933.8442896423,66628.38140679486,0.36082332199572037,0.805604841180064,0.19439515881993585
GHA,Ghana,mechanized,28833620.268165432,4874058.838732913,718851.2517902785,0.169040820868209,0.7715264099920907,0.22847359000790923
GIN,Guinea,mechanized,12717180.620669585,1948228.900348574,187261.51620998286,0.15319660532162796,0.9194830876365303,0.08051691236346961
GNB,Guinea-Bissau,mechanized,1861283.465058456,358561.60422704247,52468.679570546454,0.19264212623077345,0.8515827068322185,0.14841729316778146
KEN,Kenya,mechanized,49699904.288884364,5997630.377368476,1127909.4813874592,0.12067689994948093,0.5995603998535959,0.4004396001464042
LSO,Lesotho,mechanized,2233347.2968262336,688419.1453294117,157383.82423528878,0.30824545125951114,0.5084105933051716,0.4915894066948284
LBR,Liberia,mechanized,4731905.407425473,105164.37271445381,13224.43542361739,0.022224529795001006,1,0
MDG,Madagascar,mechanized,25570894.828186814,2265165.9821794834,278684.46518231835,0.08858375889460816,0.8641521371339246,0.13584786286607536
MWI,Malawi,mechanized,18622123.56626787,1351106.2469825668,222735.22410109505,0.07255382245610065,0.7096780000992959,0.2903219999007042
MLI,Mali,mechanized,18541999.40482041,4305005.975073039,594164.9134535566,0.23217593103545542,0.872690359414674,0.12730964058532607
MRT,Mauritania,mechanized,4420182.997007927,1049154.6965088816,198560.4532312582,0.23735548895126438,0.859626211441128,0.1403737885588719
